,-3.000000000000000000e+00,-2.937500000000000000e+00,-2.875000000000000000e+00,-2.812500000000000000e+00,-2.750000000000000000e+00,-2.687500000000000000e+00,-2.625000000000000000e+00,-2.562500000000000000e+00,-2.500000000000000000e+00,-2.437500000000000000e+00,-2.375000000000000000e+00,-2.312500000000000000e+00,-2.250000000000000000e+00,-2.187500000000000000e+00,-2.125000000000000000e+00,-2.062500000000000000e+00,-2.000000000000000000e+00,-1.937500000000000000e+00,-1.875000000000000000e+00,-1.812500000000000000e+00,-1.750000000000000000e+00,-1.687500000000000000e+00,-1.625000000000000000e+00,-1.562500000000000222e+00,-1.500000000000000000e+00,-1.437500000000000000e+00,-1.375000000000000000e+00,-1.312500000000000000e+00,-1.250000000000000000e+00,-1.187500000000000000e+00,-1.125000000000000000e+00,-1.062500000000000000e+00,-1.000000000000000000e+00,-9.375000000000000000e-01,-8.750000000000000000e-01,-8.125000000000000000e-01,-7.500000000000000000e-01,-6.875000000000000000e-01,-6.250000000000000000e-01,-5.625000000000000000e-01,-5.000000000000000000e-01
5.000000000000000000e-01,8.078002929687500000e-02,8.529663085937500000e-02,9.017944335937500000e-02,9.542846679687500000e-02,1.011657714843750000e-01,1.073913574218750000e-01,1.142272949218750000e-01,1.216125488281250000e-01,1.296997070312500000e-01,1.386108398437500000e-01,1.483764648437500000e-01,1.589965820312500000e-01,1.707153320312500000e-01,1.835327148437500000e-01,1.976928710937500000e-01,2.133178710937500000e-01,2.306518554687500000e-01,2.501220703125000000e-01,2.720947265625000000e-01,2.972412109375000000e-01,3.258056640625000000e-01,3.565673828125000000e-01,3.868408203125000000e-01,4.151611328125000000e-01,4.405517578125000000e-01,4.630126953125000000e-01,4.798583984375000000e-01,4.895019531250000000e-01,4.909667968750000000e-01,4.879150390625000000e-01,4.822998046875000000e-01,4.754638671875000000e-01,4.678955078125000000e-01,4.595947265625000000e-01,4.508056640625000000e-01,4.415283203125000000e-01,4.315185546875000000e-01,4.210205078125000000e-01,4.097900390625000000e-01,3.973388671875000000e-01,3.831787109375000000e-01
1.000000000000000000e+00,1.336059570312500000e-01,1.409301757812500000e-01,1.489868164062500000e-01,1.575317382812500000e-01,1.668090820312500000e-01,1.768188476562500000e-01,1.878051757812500000e-01,1.995239257812500000e-01,2.123413085937500000e-01,2.261352539062500000e-01,2.409057617187500000e-01,2.569580078125000000e-01,2.742919921875000000e-01,2.935791015625000000e-01,3.145751953125000000e-01,3.382568359375000000e-01,3.646240234375000000e-01,3.927001953125000000e-01,4.200439453125000000e-01,4.454345703125000000e-01,4.686279296875000000e-01,4.904785156250000000e-01,5.104980468750000000e-01,5.285644531250000000e-01,5.427246093750000000e-01,5.520019531250000000e-01,5.554199218750000000e-01,5.539550781250000000e-01,5.495605468750000000e-01,5.432128906250000000e-01,5.354003906250000000e-01,5.266113281250000000e-01,5.178222656250000000e-01,5.080566406250000000e-01,4.982910156250000000e-01,4.876708984375000000e-01,4.761962890625000000e-01,4.642333984375000000e-01,4.508056640625000000e-01,4.361572265625000000e-01,4.190673828125000000e-01
1.500000000000000000e+00,1.751098632812500000e-01,1.845092773437500000e-01,1.946411132812500000e-01,2.053833007812500000e-01,2.169799804687500000e-01,2.294311523437500000e-01,2.427368164062500000e-01,2.569580078125000000e-01,2.720947265625000000e-01,2.879638671875000000e-01,3.052978515625000000e-01,3.240966796875000000e-01,3.446044921875000000e-01,3.673095703125000000e-01,3.922119140625000000e-01,4.178466796875000000e-01,4.425048828125000000e-01,4.647216796875000000e-01,4.852294921875000000e-01,5.041503906250000000e-01,5.222167968750000000e-01,5.388183593750000000e-01,5.544433593750000000e-01,5.671386718750000000e-01,5.764160156250000000e-01,5.817871093750000000e-01,5.822753906250000000e-01,5.793457031250000000e-01,5.739746093750000000e-01,5.671386718750000000e-01,5.588378906250000000e-01,5.500488281250000000e-01,5.402832031250000000e-01,5.300292968750000000e-01,5.192871093750000000e-01,5.075683593750000000e-01,4.953613281250000000e-01,4.813232421875000000e-01,4.659423828125000000e-01,4.476318359375000000e-01,4.254150390625000000e-01
